GeneSymbol	Status
CELA3B	UP
CELA3A	UP
EPHA8	UP
C1QC	UP
C1QA	UP
C1QB	UP
LACTBL1	UP
MDS2	UP
FUCA1	UP
IL22RA1	UP
LOC284632	UP
GRHL3	UP
LDLRAP1	UP
AUNIP	UP
PAFAH2	UP
PDIK1L	UP
DHDDS	UP
LOC101928324	UP
IFI6	UP
SCARNA1	UP
FAM76A	UP
THEMIS2	UP
XKR8	UP
PTAFR	UP
MED18	UP
SNORA73B	UP
SNORA44	UP
SNORA16A	UP
RNU11	UP
LOC101929406	UP
LAPTM5	UP
SNORD85	UP
NKAIN1	UP
LINC01225	UP
LINC01226	UP
HMGB4	UP
C1orf94	UP
C1orf216	UP
CLSPN	UP
AGO1	UP
CDCA8	UP
LINC01343	UP
KIAA0754	UP
SNORA55	UP
NT5C1A	UP
ZMPSTE24	UP
ZFP69	UP
ZNF684	UP
EXO5	UP
GUCA2B	UP
GUCA2A	UP
PPCS	UP
CCDC30	UP
SLC2A1-AS1	UP
KLF17	UP
SNORD46	UP
MMACHC	UP
RPS15AP10	UP
IPP	UP
KNCN	UP
TEX38	UP
EFCAB14-AS1	UP
CYP4A22	UP
FOXD2	UP
FOXD2-AS1	UP
AGBL4-IT1	UP
BTF3L4	UP
TXNDC12-AS1	UP
CPT2	UP
DMRTB1	UP
DIO1	UP
CDCP2	UP
FAM151A	UP
PARS2	UP
BSND	UP
C8A	UP
NFIA-AS1	UP
ANGPTL3	UP
FOXD3-AS1	UP
DLEU2L	UP
EFCAB7	UP
LINC01359	UP
LOC101927139	UP
C1orf141	UP
FPGT	UP
ERICH3-AS1	UP
LHX8	UP
SNORD45A	UP
MIR7156	UP
SPATA1	UP
SYDE2	UP
CLCA3P	UP
LINC01364	UP
GBP5	UP
CDC7	UP
BRDT	UP
BTBD8	UP
C1orf146	UP
GFI1	UP
RWDD3	UP
DPYD-AS2	UP
MIR137HG	UP
FRRS1	UP
SLC35A3	UP
RTCA-AS1	UP
LINC01307	UP
PRMT6	UP
AKNAD1	UP
SCARNA2	UP
SORT1	UP
CYB561D1	UP
GPR61	UP
GNAT2	UP
MIR197	UP
EPS8L3	UP
SLC6A17	UP
PROK1	UP
LAMTOR5-AS1	UP
CYMP	UP
KCNA10	UP
LOC440602	UP
KCNA3	UP
CD53	UP
DENND2D	UP
CHIA	UP
CHIAP2	UP
ADORA3	UP
KCND3-IT1	UP
KCND3-AS1	UP
LOC100996251	UP
VANGL1	UP
NHLH2	UP
LOC101928977	UP
LOC101928995	UP
MAB21L3	UP
TTF2	UP
LOC100996263	UP
GDAP2	UP
ADAM30	UP
REG4	UP
NBPF7	UP
EMBP1	UP
LOC102723769	UP
PFN1P2	UP
HFE2	UP
PEX11B	UP
GNRHR2	UP
RNVU1-8	UP
GJA8	UP
FCGR1A	UP
HIST2H2AC	UP
HIST2H2AB	UP
CA14	UP
ADAMTSL4-AS1	UP
HORMAD1	UP
GABPB2	UP
LYSMD1	UP
TMOD4	UP
MIR554	UP
CELF3	UP
LINGO4	UP
NBPF18P	UP
RPTN	UP
TCHHL1	UP
LOC100131107	UP
HRNR	UP
FLG2	UP
CRNN	UP
LCE3D	UP
LCE5A	UP
LCE3E	UP
LCE2D	UP
LCE3A	UP
LCE1C	UP
LCE6A	UP
LCE1F	UP
KPRP	UP
SPRR4	UP
SPRR2E	UP
SPRR2F	UP
SPRR2D	UP
SPRR2A	UP
LOC101928009	UP
LELP1	UP
SPRR2C	UP
PGLYRP3	UP
PGLYRP4	UP
S100A7A	UP
ADAR	UP
RUSC1-AS1	UP
SCARNA26B	UP
SNORA80E	UP
SCARNA4	UP
TTC24	UP
FCRL5	UP
FCRL2	UP
CD1D	UP
CD1A	UP
OR10K2	UP
OR10K1	UP
OR6Y1	UP
OR6K3	UP
MNDA	UP
OR6N1	UP
PYHIN1	UP
AIM2	UP
CRP	UP
MIR4259	UP
SLAMF8	UP
PIGM	UP
SLAMF9	UP
KCNJ9	UP
SLAMF6	UP
CD84	UP
SLAMF7	UP
ITLN1	UP
FCER1G	UP
APOA2	UP
CFAP126	UP
FCGR3A	UP
FCGR2C	UP
FCGR3B	UP
FCRLA	UP
FCRLB	UP
FCGR2B	UP
RPL31P11	UP
SH2D1B	UP
UHMK1	UP
C1orf110	UP
LOC101928404	UP
LOC100505795	UP
TMCO1	UP
LOC100147773	UP
ILDR2	UP
GPA33	UP
DUSP27	UP
LINC01363	UP
SFT2D2	UP
LOC101928565	UP
LINC00626	UP
SELL	UP
SCYL3	UP
C1orf112	UP
METTL18	UP
GORAB	UP
DNM3OS	UP
PIGC	UP
C1orf105	UP
FASLG	UP
CENPL	UP
SNORD76	UP
SNORD47	UP
ZBTB37	UP
GPR52	UP
LOC101928751	UP
SCARNA3	UP
LOC102724661	UP
LOC101928778	UP
C1orf220	UP
NPHS2	UP
FAM163A	UP
TEDDM1	UP
LINC00272	UP
RNASEL	UP
RGS8	UP
NPL	UP
SMG7-AS1	UP
NCF2	UP
APOBEC4	UP
TRMT1L	UP
LINC01350	UP
PDC	UP
B3GALT2	UP
CFHR5	UP
LHX9	UP
ASCL5	UP
TNNI1	UP
MIR6739	UP
PTPRVP	UP
PTPN7	UP
MYOG	UP
CHIT1	UP
OPTC	UP
SNORA77	UP
LINC00303	UP
LOC101929441	UP
LEMD1-AS1	UP
MIR135B	UP
PM20D1	UP
CTSE	UP
MIR6769B	UP
IL19	UP
FCAMR	UP
LOC148696	UP
SERTAD4	UP
RD3	UP
LOC105748977	UP
DTL	UP
TATDN3	UP
NSL1	UP
ANGEL2	UP
LINC00538	UP
SPATA17-AS1	UP
LINC00210	UP
LOC101929631	UP
LYPLAL1	UP
SLC30A10	UP
MIR194-1	UP
MIR215	UP
C1orf140	UP
LOC101929771	UP
TAF1A	UP
HHIPL2	UP
TLR5	UP
NVL	UP
ITPKB-IT1	UP
PSEN2	UP
PRSS38	UP
MIR5008	UP
HIST3H2BB	UP
ABCB10	UP
ARV1	UP
LOC149373	UP
C1orf131	UP
TSNAX	UP
DISC2	UP
DISC1-IT1	UP
MAP10	UP
LINC00184	UP
SNORA14B	UP
MIR1537	UP
ZP4	UP
RPS7P5	UP
BECN2	UP
C1orf229	UP
OR2W5	UP
GCSAML-AS1	UP
OR13G1	UP
OR2T8	UP
OR2L3	UP
OR2AK2	UP
OR2M3	UP
OR2T1	UP
OR2T3	UP
OR2T6	UP
OR2T4	UP
OR2G6	UP
OR2T34	UP
OR2T11	UP
OR14I1	UP
MIR3124	UP
LINC00299	UP
XIRP2	UP
NYAP2	UP
MYT1L	UP
LOC100506457	UP
LINC00570	UP
FSHR	UP
ABCG5	UP
NAGK	UP
LRRTM4	UP
LOC151121	UP
ABCB11	UP
AGPS	UP
ZNF804A	UP
FSIP2	UP
ZSWIM2	UP
LOC101927619	UP
ERBB4	UP
UNC80	UP
IKZF2	UP
LINC01250	UP
LOC101929452	UP
FLJ33534	UP
LINC00276	UP
RAD51AP2	UP
GEN1	UP
WDR35	UP
APOB	UP
TDRD15	UP
FAM228B	UP
EFR3B	UP
DPYSL5	UP
ALK	UP
LCLAT1	UP
BIRC6	UP
LINC00486	UP
LOC100271832	UP
LINC01317	UP
EIF2AK2	UP
ARHGEF33	UP
DHX57	UP
SLC8A1-AS1	UP
SRBD1	UP
LINC01121	UP
LOC101805491	UP
MSH2	UP
CHAC2	UP
CLHC1	UP
KIAA1841	UP
XPO1	UP
LOC400958	UP
ETAA1	UP
LOC102800447	UP
ATP6V1B1-AS1	UP
LOC101927884	UP
REEP1	UP
LOC442028	UP
ANKRD36	UP
ANKRD36B	UP
VWA3B	UP
COA5	UP
LINC01103	UP
ACOXL	UP
TMEM87B	UP
TMEM37	UP
C2orf76	UP
CNTNAP5	UP
LOC105373609	UP
C2orf27A	UP
SPOPL	UP
SLC38A11	UP
LOC101929680	UP
SCN1A	UP
FASTKD1	UP
METTL8	UP
TTN-AS1	UP
TTN	UP
LOC101927156	UP
DNAJC10	UP
ANKRD44	UP
TYW5	UP
CASP8	UP
AOX2P	UP
NBEAL1	UP
CARF	UP
GPR1-AS	UP
PECR	UP
SPATA3	UP
UGT1A8	UP
SAG	UP
ASB18	UP
LOC101060385	UP
MYT1L-AS1	UP
LINC01304	UP
LOC400940	UP
LINC01105	UP
LINC01247	UP
NRIR	UP
CMPK2	UP
RSAD2	UP
RNF144A-AS1	UP
LINC00298	UP
LOC101929567	UP
ID2-AS1	UP
RRM2	UP
SNORA80B	UP
LOC101929733	UP
C2orf50	UP
MIR4429	UP
MIR548S	UP
MIR4262	UP
LOC101926966	UP
MYCNUT	UP
GACAT3	UP
SMC6	UP
SDC1	UP
LOC645949	UP
PFN4	UP
FAM228A	UP
DRC1	UP
CIB4	UP
CENPA	UP
PRR30	UP
TCF23	UP
SLC30A3	UP
DNAJC5G	UP
C2orf16	UP
MIR4263	UP
LOC100505736	UP
SNORD92	UP
SNORD53	UP
C2orf71	UP
NLRC4	UP
SLC30A6	UP
BIRC6-AS2	UP
MYADML	UP
LINC01320	UP
GPATCH11	UP
LINC00211	UP
RMDN2-AS1	UP
GEMIN6	UP
C2orf91	UP
LOC388942	UP
ABCG8	UP
TMEM247	UP
CRIPT	UP
HCG2040054	UP
LHCGR	UP
ERLEC1	UP
TSPYL6	UP
PRORSD1P	UP
LOC101927285	UP
LOC339803	UP
MIR5192	UP
LINC00309	UP
LOC339807	UP
MIR4434	UP
LOC729348	UP
FBXO48	UP
APLF	UP
BMP10	UP
SNORA36C	UP
GMCL1	UP
PCYOX1	UP
MCEE	UP
EMX1	UP
FBXO41	UP
ALMS1P	UP
NAT8	UP
C2orf78	UP
DCTN1-AS1	UP
CCDC142	UP
DQX1	UP
LBX2	UP
DOK1	UP
SEMA4F	UP
MRPL19	UP
LOC101927948	UP
REG3G	UP
REG3A	UP
REG1B	UP
REG1P	UP
FUNDC2P2	UP
C2orf68	UP
SFTPB	UP
MIR6071	UP
SNORD94	UP
MRPL35	UP
TEX37	UP
ANKRD36BP2	UP
GGT8P	UP
FAM95A	UP
ZNF2	UP
LOC101927053	UP
CNGA3	UP
MGAT4A	UP
LOC101927070	UP
C2orf15	UP
LYG2	UP
TXNDC9	UP
LINC01104	UP
CHST10	UP
NMS	UP
CNOT11	UP
SNORD89	UP
SLC9A4	UP
LINC01114	UP
LINC01159	UP
UTAT33	UP
LOC285000	UP
PLGLA	UP
LINC00116	UP
FLJ42351	UP
IL36A	UP
IL37	UP
IL36G	UP
IL1F10	UP
IL36RN	UP
DDX11L2	UP
MIR4782	UP
SLC35F5	UP
LOC101927709	UP
SCTR	UP
TMEM177	UP
LINC01101	UP
RNU4ATAC	UP
TSN	UP
PROC	UP
SFT2D3	UP
UGGT1	UP
LOC101927924	UP
POTEI	UP
LOC401010	UP
POTEKP	UP
LINC01087	UP
MAP3K19	UP
LOC100507600	UP
DARS-AS1	UP
ZEB2-AS1	UP
PABPC1P2	UP
LOC101929282	UP
RBM43	UP
STAM2	UP
GALNT5	UP
CCDC148-AS1	UP
LOC101929532	UP
LOC101929570	UP
TTC21B-AS1	UP
XIRP2-AS1	UP
G6PC2	UP
LOC101929753	UP
LINC01124	UP
DCAF17	UP
DLX2-AS1	UP
RAPGEF4-AS1	UP
SCRN3	UP
CHRNA1	UP
LINC01117	UP
LOC100130691	UP
TTC30A	UP
TTC30B	UP
LOC101927027	UP
LOC101927055	UP
NEUROD1	UP
DUSP19	UP
LOC101927196	UP
OSGEPL1	UP
STAT1	UP
LOC101927406	UP
ANKRD44-IT1	UP
SATB2-AS1	UP
LOC101927641	UP
SGOL2	UP
NIF3L1	UP
ALS2CR12	UP
SNORD70	UP
SNORD11B	UP
CYP20A1	UP
NDUFS1	UP
GCSHP3	UP
DYTN	UP
CRYGA	UP
IDH1	UP
IDH1-AS1	UP
RPE	UP
CPS1-IT1	UP
MIR548F2	UP
LOC102725079	UP
LOC100130451	UP
VWC2L-IT1	UP
LINC01614	UP
PKI55	UP
MIR6809	UP
CXCR2	UP
CXCR2P1	UP
CATIP	UP
MIR26B	UP
SLC11A1	UP
CATIP-AS2	UP
VIL1	UP
PRKAG3	UP
LINC01494	UP
CDK5R2	UP
CCDC108	UP
CRYBA2	UP
FAM134A	UP
ASIC4	UP
CCDC140	UP
C2orf83	UP
SLC16A14	UP
SP140	UP
LOC151484	UP
HTR2B	UP
ALPPL2	UP
CHRND	UP
ALPI	UP
CHRNG	UP
PRSS56	UP
KCNJ13	UP
NEU2	UP
SCARNA5	UP
SCARNA6	UP
LOC100286922	UP
UGT1A3	UP
SPP2	UP
LOC643387	UP
LINC01107	UP
FLJ43879	UP
PRR21	UP
MYEOV2	UP
AGXT	UP
LOC200772	UP
DPPA4	UP
SCHIP1	UP
VPS8	UP
MED12L	UP
EDEM1	UP
ATP2B2	UP
MKRN2OS	UP
SCN10A	UP
CCDC66	UP
ARL6	UP
MIR548G	UP
BTLA	UP
GAP43	UP
BFSP2	UP
SOX2-OT	UP
KCNMB2-AS1	UP
CCDC39	UP
LINC00578	UP
FANCD2	UP
MTMR14	UP
LHFPL4	UP
LINC00620	UP
METTL6	UP
LOC339862	UP
MIR548AC	UP
FBXL2	UP
TRIM71	UP
ARPP21	UP
TRANK1	UP
DLEC1	UP
XYLB	UP
SNORA62	UP
CX3CR1	UP
KLHL40	UP
TOPAZ1	UP
KIF15	UP
CCR2	UP
ATRIP	UP
ITIH1	UP
FLNB	UP
C3orf67	UP
C3orf67-AS1	UP
CADPS	UP
SYNPR	UP
C3orf49	UP
LINC00870	UP
LINC00877	UP
GXYLT2	UP
CPOX	UP
COL8A1	UP
ADGRG7	UP
MYH15	UP
DZIP3	UP
MORC1	UP
LINC01205	UP
SLC9C1	UP
LOC101929694	UP
CFAP44	UP
HCLS1	UP
POLQ	UP
STXBP5L	UP
DIRC2	UP
ITGB5	UP
UROC1	UP
KIAA1257	UP
DNAJB8-AS1	UP
COL6A5	UP
CPNE4	UP
DNAJC13	UP
NPHP3-ACAD11	UP
NCK1-AS1	UP
DBR1	UP
LOC100507291	UP
CLSTN2	UP
ATR	UP
HLTF	UP
CLRN1-AS1	UP
LINC00886	UP
LEKR1	UP
IFT80	UP
OTOL1	UP
LINC01192	UP
SI	UP
ZBBX	UP
WDR49	UP
EGFEM1P	UP
TMEM212	UP
ECT2	UP
SPATA16	UP
NAALADL2-AS2	UP
TBL1XR1	UP
PEX5L	UP
LOC102724604	UP
FLJ46066	UP
C3orf70	UP
HRG	UP
GMNC	UP
XXYLT1	UP
ANKRD18DP	UP
CNTN4-AS2	UP
SRGAP3-AS3	UP
LOC101927416	UP
CPNE9	UP
CIDEC	UP
PRRT3	UP
GHRL	UP
ATP2B2-IT2	UP
LINC00606	UP
SLC6A1-AS1	UP
TSEN2	UP
SNORA93	UP
LINC01267	UP
COL6A4P1	UP
OXNAD1	UP
SGOL1	UP
LOC101927829	UP
ZNF385D-AS1	UP
LOC100996624	UP
ZNF860	UP
CCR4	UP
TMPPE	UP
EPM2AIP1	UP
SLC22A13	UP
SLC22A14	UP
CCR8	UP
SNORA6	UP
ZNF619	UP
ZNF620	UP
LYZL4	UP
LOC101928323	UP
CCDC13-AS1	UP
CYP8B1	UP
KRBOX1-AS1	UP
ZNF852	UP
ZNF445	UP
ZNF197	UP
ZKSCAN7	UP
ZNF660	UP
ZNF501	UP
TGM4	UP
LARS2-AS1	UP
LIMD1	UP
CCR9	UP
CCR1	UP
CCR3	UP
CCR5	UP
TDGF1	UP
CAMP	UP
NME6	UP
CELSR3	UP
SNORA94	UP
CCDC71	UP
BSN-AS2	UP
FAM212A	UP
CDHR4	UP
MIR566	UP
IQCF2	UP
IQCF3	UP
IQCF4	UP
IQCF6	UP
IQCF5-AS1	UP
LINC00696	UP
GLYCTK-AS1	UP
GLT8D1	UP
ACTR8	UP
ESRG	UP
LRTM1	UP
ERC2-IT1	UP
SPATA12	UP
ASB14	UP
PDHB	UP
LINC00698	UP
SNTN	UP
THOC7-AS1	UP
LINC00994	UP
PRICKLE2-AS3	UP
MAGI1-AS1	UP
FOXP1-AS1	UP
MIR1284	UP
LOC101927296	UP
MIR1324	UP
ZNF717	UP
C3orf38	UP
NSUN3	UP
MTHFD2P1	UP
GABRR3	UP
IMPG2	UP
NXPE3	UP
DUBR	UP
HHLA2	UP
RETNLB	UP
LINC00488	UP
DPPA2	UP
ZBED2	UP
ABHD10	UP
CD200R1L	UP
CD200R1	UP
CFAP44-AS1	UP
MIR8076	UP
MIR4446	UP
TIGIT	UP
ZNF80	UP
ZBTB20-AS1	UP
LOC101929754	UP
ZBTB20-AS3	UP
ZBTB20-AS4	UP
LSAMP-AS1	UP
TUSC7	UP
LINC00901	UP
C3orf30	UP
B4GALT4-AS1	UP
NR1I2	UP
GTF2E1	UP
FBXO40	UP
ARGFX	UP
EAF2	UP
ILDR1	UP
CD86	UP
CASR	UP
WDR5B	UP
PARP9	UP
PARP15	UP
LOC100129550	UP
UMPS	UP
MIR544B	UP
ALDH1L1-AS2	UP
CCDC37	UP
C3orf22	UP
NUP210P1	UP
C3orf56	UP
LOC101927123	UP
DNAJB8	UP
LINC01565	UP
SNORA7B	UP
RHO	UP
H1FOO	UP
TMCC1-AS1	UP
ALG1L2	UP
NUDT16P1	UP
SNORA58	UP
CLDN18	UP
A4GNT	UP
FOXL2NB	UP
LINC01391	UP
PRR23A	UP
BPESC1	UP
RBP2	UP
CLSTN2-AS1	UP
TRIM42	UP
GK5	UP
LOC100507389	UP
SLC9A9-AS1	UP
HPS3	UP
ERICH6	UP
LOC101928105	UP
CLRN1	UP
P2RY13	UP
AADACL2	UP
SUCNR1	UP
P2RY1	UP
LINC01487	UP
C3orf33	UP
KCNAB1-AS2	UP
PA2G4P4	UP
IQCJ-SCHIP1-AS1	UP
C3orf80	UP
TRIM59	UP
SCARNA7	UP
B3GALNT1	UP
TERC	UP
SAMD7	UP
LOC100128164	UP
GPR160	UP
SLC2A2	UP
NAALADL2-AS3	UP
MIR548AY	UP
LINC01209	UP
LINC00501	UP
TTC14	UP
SOX2	UP
LINC01206	UP
KLHL6-AS1	UP
HTR3D	UP
ABCC5	UP
ABCC5-AS1	UP
HTR3E	UP
HTR3C	UP
SNORD66	UP
LOC101928992	UP
EHHADH-AS1	UP
LOC344887	UP
LOC253573	UP
AHSG	UP
KNG1	UP
SNORA63	UP
SNORD2	UP
ADIPOQ	UP
ADIPOQ-AS1	UP
RTP1	UP
LOC101929106	UP
LPP-AS1	UP
TPRG1-AS1	UP
TMEM207	UP
UTS2B	UP
FGF12-AS1	UP
OPA1-AS1	UP
LOC647323	UP
LOC101929337	UP
CPN2	UP
LRRC15	UP
LOC100507391	UP
XXYLT1-AS1	UP
MIR570	UP
ZDHHC19	UP
PCYT1A	UP
TM4SF19-AS1	UP
SMCO1	UP
FBXO45	UP
PIGX	UP
CEP19	UP
LINC01063	UP
DLG1-AS1	UP
LMLN	UP
TMEM33	UP
OTOP1	UP
POLN	UP
HTT	UP
KCNIP4	UP
LOC101929199	UP
GPRIN3	UP
STPG2	UP
CISD2	UP
TBC1D9	UP
MARCH1	UP
TENM3	UP
PRIMPOL	UP
ZNF718	UP
LOC101928306	UP
LINC01396	UP
JAKMIP1	UP
TBC1D14	UP
CLNK	UP
LINC01182	UP
CPEB2-AS1	UP
LOC101929095	UP
LOC101928622	UP
DTHD1	UP
FAM114A1	UP
MIR1273H	UP
GUF1	UP
GABRA4	UP
TXK	UP
FRYL	UP
LOC101928851	UP
LOC401134	UP
EPHA5	UP
TMPRSS11A	UP
TMPRSS11F	UP
TMPRSS11BNL	UP
LOC441025	UP
PRKG2	UP
PLAC8	UP
SMARCAD1	UP
BMPR1B	UP
TACR3	UP
CENPE	UP
NPNT	UP
TET2-AS1	UP
TBCK	UP
ELOVL6	UP
NDST4	UP
NDST3	UP
IL21-AS1	UP
SPATA5	UP
LOC101927087	UP
MFSD8	UP
LOC101927282	UP
SLC7A11-AS1	UP
SCOC	UP
FREM3	UP
LRBA	UP
GK3P	UP
DDX60L	UP
DDX60	UP
LINC01612	UP
GALNT7	UP
LINC01098	UP
LINC01099	UP
WWC2-AS1	UP
F11-AS1	UP
ZNF141	UP
SCARNA22	UP
HAUS3	UP
CFAP99	UP
LINC00955	UP
LOC100133461	UP
TMEM128	UP
STX18-IT1	UP
LOC101928279	UP
LOC285484	UP
LOC93622	UP
MRFAP1L1	UP
BLOC1S4	UP
LOC100129931	UP
MIR4798	UP
MIR4274	UP
PSAPL1	UP
RAB28	UP
C1QTNF7	UP
FBXL5	UP
CD38	UP
CLRN2	UP
KCNIP4-IT1	UP
SEPSECS	UP
PI4K2B	UP
CCKAR	UP
LOC439933	UP
LINC01258	UP
TLR1	UP
TLR6	UP
LOC344967	UP
CHRNA9	UP
MIR4802	UP
BEND4	UP
LVCAT1	UP
COMMD8	UP
SNORA26	UP
MIR4449	UP
USP46-AS1	UP
LOC100506444	UP
AASDH	UP
CENPC	UP
STAP1	UP
GNRHR	UP
TMPRSS11D	UP
UGT2B10	UP
SULT1B1	UP
PRR27	UP
CSN1S2BP	UP
SMR3A	UP
AMBN	UP
ENAM	UP
AFM	UP
THAP6	UP
SDAD1	UP
MRPL1	UP
LINC01094	UP
GK2	UP
NAA11	UP
FGF5	UP
LINC00575	UP
HPSE	UP
MIR4451	UP
DSPP	UP
IBSP	UP
HPGDS	UP
BMPR1B-AS1	UP
PDHA2	UP
MIR1255A	UP
CXXC4	UP
SEC24B-AS1	UP
CASP6	UP
PLA2G12A	UP
TRAM1L1	UP
SNORA24	UP
LOC645513	UP
MAD2L1	UP
CCNA2	UP
LINC00616	UP
CLGN	UP
ELMOD2	UP
SMARCA5-AS1	UP
GYPB	UP
SMAD1-AS1	UP
SMAD1-AS2	UP
C4orf51	UP
MMAA	UP
LINC01095	UP
MAB21L2	UP
PRSS48	UP
MIR3140	UP
TIGD4	UP
ANXA2P1	UP
MAP9	UP
LOC340017	UP
LOC101928052	UP
ANP32C	UP
TRIM60	UP
LOC100506085	UP
LOC101928314	UP
LOC101928590	UP
CLDN24	UP
TRAPPC11	UP
CENPU	UP
F11	UP
TRIML1	UP
LINC01262	UP
LINC01596	UP
DBET	UP
CDH18	UP
SPEF2	UP
IPO11	UP
ANKRD31	UP
LIX1	UP
LINC01170	UP
HTR4	UP
LINC01470	UP
HRH2	UP
TRIP13	UP
FASTKD3	UP
LOC285692	UP
FAM134B	UP
LOC285696	UP
CDH10	UP
CDH9	UP
PRLR	UP
SKP2	UP
C5orf42	UP
NUP155	UP
FYB	UP
MROH2B	UP
NNT	UP
IL31RA	UP
DDX4	UP
DEPDC1B	UP
ADAMTS6	UP
RAD17	UP
SMA4	UP
MAP1B	UP
LINC01331	UP
GFM2	UP
POC5	UP
S100Z	UP
FAM151B	UP
NBPF22P	UP
LOC101929380	UP
TMEM161B	UP
ARRDC3-AS1	UP
SLF1	UP
KIAA0825	UP
LNPEP	UP
LINC00491	UP
NUDT12	UP
LOC102467213	UP
CAMK4	UP
STARD4-AS1	UP
LOC101927078	UP
DTWD2	UP
HRAT56	UP
LOC101927379	UP
SNX24	UP
LOC101927421	UP
PHAX	UP
TH2LCRR	UP
TRPC7	UP
LOC389332	UP
CDC25C	UP
PCDHAC1	UP
PCDHA9	UP
JAKMIP2	UP
SPINK9	UP
LOC102546294	UP
PDE6A	UP
SLC36A1	UP
TIMD4	UP
LOC101927697	UP
LOC101927766	UP
FABP6	UP
ATP10B	UP
DOCK2	UP
RANBP17	UP
CPLX2	UP
SLC34A1	UP
CCDC127	UP
CTD-3080P12.3	UP
SLC6A18	UP
SLC6A19	UP
LPCAT1	UP
CTD-2194D22.4	UP
LINC01377	UP
LINC01019	UP
LINC01017	UP
LINC01020	UP
FLJ33360	UP
LOC442132	UP
CTD-2201E9.1	UP
FAM173B	UP
ROPN1L-AS1	UP
LOC101929412	UP
CTD-2350J17.1	UP
LOC101929524	UP
LOC401177	UP
PRDM9	UP
LOC101929645	UP
LOC101929660	UP
LOC340113	UP
RXFP3	UP
AMACR	UP
C1QTNF3	UP
UGT3A1	UP
LMBRD2	UP
NADK2	UP
NIPBL-AS1	UP
EGFLAM-AS4	UP
LOC101926960	UP
LOC153684	UP
LOC100132356	UP
LOC100506639	UP
BRCAT107	UP
EMB	UP
LOC100287592	UP
GZMK	UP
GZMA	UP
SLC38A9	UP
LOC101928539	UP
GAPT	UP
LOC101928600	UP
ERCC8	UP
LOC101928651	UP
LOC100506526	UP
HTR1A	UP
LOC100303749	UP
CCDC125	UP
LOC100272216	UP
NAIP	UP
PMCHL2	UP
PTCD2	UP
LOC102503427	UP
TMEM174	UP
SNORA47	UP
AGGF1	UP
BHMT	UP
SPZ1	UP
MTRNR2L2	UP
LINC01338	UP
SCARNA18	UP
TMEM167A	UP
LOC55338	UP
LOC102546226	UP
CETN3	UP
POU5F2	UP
