GeneID	M	A	p.value	Adj.p.value
KCNA2	3.61110381248989	2.62590154727746	0.000121432615263353	0.00713041731901108
RAP1A	-0.471923582281588	9.76046429126451	0.136436944290125	0.266446475759368
GNAI3	-0.31857986997539	10.7044329452954	0.0583758388354171	0.152452344130702
PHTF1	0.732680992882148	7.28168548543499	0.0292645272705643	0.0979563907299454
NOTCH2	0.913895367620764	12.0797861571105	0.133488508661981	0.262804824124185
WDR3	0.0142956464718253	9.63581995696969	0.887019538004966	0.922806747640979
PDZK1	-3.22437508817969	5.96466417197167	0.0618548614639614	0.158399392329728
NBPF25P	0.899346400696125	1.78370683386254	0.546823554770932	0.653348673535492
NBPF10	2.97785542747614	7.15920541436225	0.0002569983966978	0.00931807440176043
NBPF20	1.2724399834244	0.6362199917122	0.082766757840546	0.190633169758864
NBPF8	0.758243759653713	1.43680464388804	0.481057315177412	0.594603514289879
OTUD7B	-0.345141009872252	9.58313870421399	0.39668152176431	0.522225915222099
NBPF9	0.126975928471628	8.52919513178353	0.645547704294308	0.736887614819546
SMG5	-0.172899773704779	9.68585812268655	0.456971318065633	0.57185672296866
TPM3	-0.0787283831738268	11.7879368138542	0.63217348947934	0.725445478321274
GBAP1	0.209374846672818	5.24753512552468	0.783884333797238	0.84812969478526
FCGR2A	1.96902604003393	8.13611562045079	0.0125124554422182	0.0587896244374205
PBX1	0.796964950083289	11.0753043664609	0.0658941112308825	0.165270254572358
LOC440700	0.237828500431914	1.20181459848899	0.814763530179546	0.871392739597979
TNN	-1.8990752100806	8.74492360179854	0.0548302367434256	0.145895114248937
DNM3	1.38291279681115	7.12666342753536	0.0694869357510823	0.171374725810993
MROH9	5.93808900623407	3.3618010102041	0.00128921825019801	0.0177071733186008
TNFSF18	1.71842144063373	1.66768354260896	0.165509030880819	0.304395533739629
SMG7	0.592244406277438	10.3751870504095	0.150516648710849	0.284992119574023
ACBD6	0.000793169946288028	8.09250828916692	0.999221342313523	0.999303755719627
SOAT1	1.45354646018985	9.25278154250494	0.0146374234061795	0.0647877632822157
BRINP2	-0.596190395476831	4.17815047828214	0.120289314926142	0.244234442085891
RGSL1	1.30572198474843	0.652860992374217	0.228314522136482	0.368730386010377
RASAL2	-0.108393622201692	10.1769567799536	0.972357274199839	0.98108954659815
PTGS2	-4.42396770688727	8.54747725231829	0.00017783152046074	0.00801597063697659
ZBTB41	2.23193578292123	9.60368433668397	0.0122249794449338	0.0579600808171943
NEK7	0.818882082148699	10.022773147044	0.126269076972799	0.252715307887046
PPP1R12B	-0.251437404415189	9.80082982070613	0.453083493566034	0.568369946330948
SRGAP2	-0.488123547242986	8.25050841062417	0.261143999509615	0.405078875022878
ESRRG	-0.540993249760369	7.00828102362954	0.413309906765676	0.53783958730277
HHAT	-0.0706170425651058	6.95303300139006	0.625107908115066	0.719858107208247
BATF3	-2.37272900020324	4.75721103240423	0.00179041503968742	0.0204904932173004
USH2A	3.17202986624086	3.03675752811082	0.017662586123581	0.0728353907108622
EPRS	0.926534992262964	10.9715260209073	0.0177816730855935	0.0730662727924937
DNAH14	2.69745875855069	7.8385766067384	0.000207880924652814	0.00851574375634358
MIR548F3	0.604366758347574	0.694939886260857	0.298724592843688	0.446274262370004
RNU5F-1	1.95959890589864	0.979799452949322	0.102140910762448	0.21797071690427
TSNAX-DISC1	0.930513529469439	1.12119459726467	0.147322521541147	0.280852071138508
LINC00582	3.1557707292725	1.57788536463625	0.027190523454312	0.0938243290111725
NUP133	1.47958783053323	9.7299503214212	0.00296286189096341	0.0263485015466644
TRIM11	-0.437678673667651	8.13894525984597	0.14413456805443	0.276776261769577
LYST	2.40531601837344	10.2094963791065	0.0191505001543335	0.0764403319906711
LOC100130331	1.03471121926168	0.742617644824395	0.0538441720525373	0.144157100512926
RGS7	0.204305992561597	2.19611524856899	0.887092114816769	0.922806747640979
MTR	1.46225301412256	9.67887421792999	0.016138594200601	0.0688317003093167
ZNF496	-0.99539051405024	8.11019424685081	0.00957099543427669	0.0500768522711206
SMYD3	3.02950412074087	8.88234804325264	0.26240790531414	0.406441471020834
KIF26B	3.16136314340637	6.32102150649286	0.0262341209292926	0.0917513219867718
OR14C36	0	0	NaN	NaN
LINC01128	-0.793074026002905	7.44695381378091	0.106852085007637	0.224992596128457
NADK	-0.112455218244111	8.9391094822626	0.55755345992316	0.662076077562601
CDK11B	-2.3045137415012	6.84787183711107	0.000864540279558269	0.01476476501378
AURKAIP1	-0.183977911830246	8.30641800328035	0.635901186510612	0.728447788099616
FAM132A	-2.59146876408897	2.47549118031058	0.00334365479292452	0.0278752798074777
TNFRSF14	-1.19824251202069	8.26837251446661	0.0624652656290142	0.159471933216109
SKI	-1.35528552927957	9.93823937273099	0.0813651144069427	0.188445207188391
TTC34	1.16839307931633	1.2853454814285	0.0994291995693785	0.214089836062813
DFFB	1.17716830094975	5.31099222376591	0.00204129448306336	0.0218697206543711
CCDC27	0.915794084533133	1.00735587686338	0.137014183853002	0.267198802605323
MEGF6	0.0385919920461712	8.26770601884034	0.97561063812499	0.983641690648532
AJAP1	-2.85468853564941	4.35556311448921	0.0704229341225206	0.173058829384667
NPHP4	-0.187164585200712	7.43129387697967	0.33695972455752	0.487391761913659
KCNAB2	1.54133840697814	7.21176924559176	0.00556441073435313	0.0367290486442019
PLEKHG5	-1.30482265056722	7.33763762365081	0.00769228641971332	0.0440555017417638
ACOT7	0.0713770533968853	7.543814267824	0.849937315726263	0.896797420345209
PER3	-0.556288487902472	8.65737705730473	0.525927018979504	0.635087162561623
TNFRSF9	1.89675896467202	5.48397583436525	0.0587565030776935	0.153281406641259
RERE	-1.30220923022393	10.2983428538805	0.0201132010455573	0.0786210893868164
H6PD	-0.0606387770555778	9.61144682552963	0.881940504741051	0.91900224210352
GPR157	0.150665733102479	5.86041642690912	0.42034675906539	0.539740843701021
CTNNBIP1	-0.115835465409284	8.76629833660323	0.528647220342215	0.637409821534283
KIF1B	-0.303813280999829	10.8221177483553	0.572654659250476	0.675548612452384
CLSTN1	-0.25885971422284	10.7624761718201	0.352458465703356	0.49994333868571
UBE4B	0.00847808912917871	9.1460310198542	0.883033321957502	0.919797236181197
EXOSC10	-0.368668931670352	9.51209273882039	0.109172258377809	0.228281666478101
PEX14	-1.72006404891581	7.02841166028792	0.00330776397173967	0.0277470024485156
CASZ1	-1.09847299631348	9.17357579822396	0.0158125130115947	0.0679187483252186
C1orf127	3.84357691490267	2.88474518656687	0.0106761524793243	0.0535043136549069
MTOR	1.37149330564527	9.65551754698958	0.000166156586892082	0.00780903757503855
AGTRAP	-0.430615760230278	7.72757117779477	0.450791441479752	0.566138956360718
VPS13D	2.29049276971127	10.8052139183025	5.49516877033221e-05	0.00592281501552562
MFN2	-0.611905067135275	10.2176768945578	4.02706603225593e-05	0.00522869484235914
TNFRSF8	-0.168270234605137	4.6358763907891	0.862862967151906	0.906013587478389
AADACL4	-0.20728342254574	0.10364171127287	0.422649730810374	0.539740843701021
KAZN	-2.08688650464542	8.2227856724673	0.0141632423815562	0.0635354774315795
FHAD1	-0.323327235570822	5.55182543750071	0.697002109071901	0.779454899600467
TMEM51-AS1	-0.963896589888336	4.70488795977067	0.033656532556236	0.106987098049715
DNAJC16	1.98760408922859	8.2251245203497	0.00173760418603196	0.0202687056832425
SPEN	-1.07763796041703	11.0472664940367	0.106366227385752	0.224225259069182
FBXO42	0.530929562028321	8.79546118330291	0.0808287412013053	0.187900479569867
PADI2	0.0640649035474887	10.8927912206191	0.775358754324006	0.840783083339416
NBPF1	1.91321327030814	8.57559209304936	0.000377282202338248	0.0106637187516373
PADI1	2.5233838311844	1.97221848210584	0.266538825930232	0.410897785750051
MFAP2	-0.596243086653679	7.2978885284285	0.193478881376048	0.329753064322899
ESPNP	0.985321661741134	2.20761614310482	0.399637042441958	0.52511908952427
ARHGEF10L	-0.495484495898046	8.88063408618994	0.249460926547937	0.392250335843482
IGSF21	0.288595427729443	4.25522772856823	0.596836231929488	0.696060183731942
ACTL8	4.67170172492403	2.33585086246201	0.0225331336546477	0.0838372237279629
IFFO2	-3.03655757673872	10.1952816972472	0.00732249635401759	0.0428104771169915
CAPZB	-1.13657203805163	10.5212403979183	0.00270537920484875	0.0250738144454218
PAX7	2.64500310277696	1.32250155138848	0.0218567244721398	0.0824808444238824
UBR4	1.25580910463315	11.450003710369	0.0165990830968679	0.0700482945038165
TMCO4	-0.914585856896432	8.33839940723762	0.00707989641625836	0.0419380967246413
LINC01141	0.832813834550376	1.26871809941479	0.300772107837785	0.448476659319608
ALPL	-2.66032043911747	7.78302739254089	0.00839884268425233	0.0463120359108239
EIF4G3	0.437693792212652	10.1886037697174	0.235920473363065	0.377270517608156
HP1BP3	0.190811869847218	10.701404885745	0.548313290784248	0.654483713875513
ECE1	-1.87101172436154	10.6155063850445	0.00147030846639064	0.0188237304577254
ZBTB40	0.748779182848751	8.76990156197151	0.0394976493160709	0.118478281854494
CDC42	-0.086342697611403	11.8515285600839	0.666447359560092	0.754599631930703
LDLRAD2	-1.73239158104742	3.51355896088446	0.00190840569403764	0.0212323970783916
HSPG2	0.53746295786609	11.2895287199371	0.284416272066633	0.430342072271251
LUZP1	-1.12509031739008	10.3907140855936	0.16096233951657	0.298615184793171
E2F2	2.69544148342517	5.37986520837678	0.0120578040023756	0.0574863682179999
TCEA3	-0.196009219910008	8.044108882887	0.869779719364311	0.910240648742191
NIPAL3	0.6141181355115	8.50217158501554	0.124638189590709	0.250157230024116
NCMAP	-1.57734962561711	6.13930406553209	0.028458418930798	0.096370939797744
IFNLR1	-0.671986909612068	6.69808042150508	0.0337794561439197	0.107171085275107
TMEM57	0.363067473565734	9.06231831195766	0.299677976619718	0.44725771499814
MAN1C1	0.63886802607333	7.34948471845205	0.727809949627729	0.804398828202628
RHCE	-1.3721537805147	2.72126929561872	0.0034235167379479	0.0281924842453806
SH3BGRL3	-1.10280346589599	9.50271914343971	0.00467940212684205	0.033116799236514
RPS6KA1	-0.705820901980748	9.03360143325433	0.00468001113632203	0.033116799236514
LIN28A	7.1284005601286	3.5642002800643	0.0115439865905577	0.0561140947700168
TMEM222	-1.13264910434005	7.57380512065448	0.00961876971027033	0.0502218901853668
WASF2	-1.33504923538201	10.8278199217606	0.00164746574515223	0.0197492297507102
AHDC1	-3.31573279211629	8.64047459090982	0.0160541393702884	0.0686042174218263
SNHG3	-0.646160228026859	7.94497487192916	0.215796812447516	0.354150943944286
TAF12	-0.0400626975231013	7.31157428718851	0.86569969215139	0.907891508145794
PHACTR4	-1.64485126202461	9.23940478899329	0.0163771997816737	0.0695070829375865
RCC1	-1.59722452285664	9.47008175202552	0.000323823127211426	0.0101036578590391
PTPRU	-0.212615146816662	7.98296573011065	0.485136811655721	0.598243304152491
SRSF4	-2.17979513006577	9.66887184100531	0.00265753456971148	0.024921837142333
MATN1-AS1	-1.01821552230113	4.30376762764644	0.0038941085782084	0.0302034881674358
MATN1	-1.90069120421366	2.30613031642332	0.0186050586050435	0.0749878526863916
PTP4A2	-0.34741076315545	11.3657406996563	0.00541627123335643	0.0361149281496087
KPNA6	0.365959579902414	10.2871375775313	0.44504927006165	0.560931856362199
SYNC	0.081689670316101	4.59480717603323	0.818356061415428	0.873963045859854
ZBTB8A	0.165063639555886	7.70543327429086	0.776753713720844	0.841954780827077
RNF19B	-2.31494080839964	9.96973659985465	0.000616681130231057	0.0127603533184585
HDAC1	-0.026436965805691	9.73066570960433	0.989243810721452	0.992928755175941
S100PBP	1.0106963752234	8.54470265684187	0.0184627818155563	0.0745613525077529
LOC101929464	2.3673433269804	1.72264120551162	0.0492955222231926	0.136357294689761
PHC2	-1.56643464869867	9.77592828276562	0.00347297896506991	0.0283770932890534
CSMD2-AS1	1.34073589239922	0.67036794619961	0.0964611119394221	0.209904202074184
ZSCAN20	2.70227138051433	5.17175285832077	0.010304361769854	0.052454046448516
DLGAP3	1.09385631852178	2.69558394321735	0.388504670153528	0.514112558981404
ZMYM4	0.809740098419912	10.1157548623061	0.0181630743862031	0.0739048182784917
KIAA0319L	0.154908953198251	9.75948419364974	0.922181167939682	0.947298182976332
AGO3	0.440109736103135	8.36502041792777	0.256973219487181	0.400814094789273
AGO4	0.737672414018881	8.46248561812127	0.0283358167128336	0.0961886745664791
COL8A2	0.546535689366747	8.01366758199059	0.370677765666241	0.49994333868571
TFAP2E	-0.597912642250243	4.36758151122632	0.0614285045185991	0.157690553940992
GRIK3	-2.61521564984082	5.73191170077392	0.0449345675615395	0.128746242667166
STK40	-3.0865687358967	9.97728110927194	0.000743261815536851	0.0137384468662989
YRDC	-0.705717582092117	7.91408721156028	0.0651154315913694	0.163905925249471
SNIP1	-0.897674948215627	8.71028812594978	0.00703982191669628	0.0417667807203713
INPP5B	0.93864202782092	8.03540831265139	0.0588076794268566	0.153358229204863
RRAGC	-0.941663053493501	9.37813269191832	0.058745204625175	0.153268419296947
BMP8B	0.363191133293677	5.21524033687547	0.42231963777469	0.539740843701021
BMP8A	1.53027427436597	6.79684445306694	0.0862300017059091	0.195856867225813
RLF	-1.18095394990829	10.7796788853126	0.023301375465724	0.0854501219445445
SCMH1	-0.459444115986898	9.00798487341814	0.0233396038616496	0.0855385723513473
KCNQ4	-2.2255481637935	4.77711481150496	0.0240951156317716	0.0872917014021652
NFYC-AS1	2.55324574154808	3.80533431508347	0.00529624991804678	0.035667691408651
FOXJ3	-0.17707519046129	10.1136444732737	0.692898481991155	0.776178164661994
HIVEP3	-0.89128356004476	8.23896558790907	0.128110639332441	0.255044786771224
RIMKLA	1.98002501077145	4.63028594828957	0.0740792792696724	0.178436293362021
LOC100129924	0.576876997611213	2.59523742593966	0.503724098510294	0.614808624451188
CFAP57	0.0393850368496982	3.67860080781027	0.772574481117284	0.838549153720416
SZT2	0.65158778080438	9.03448675755172	0.0656894213829107	0.164910368318527
TIE1	-2.38178278135314	8.3568061164711	0.00172500546628517	0.0202092307067061
ST3GAL3	-0.874792428689192	6.49435723128114	0.0249177668521365	0.0891664104959662
ERI3	0.180976423974822	8.45395875231558	0.705635393672775	0.786594526865477
KDM4A-AS1	1.76009470106611	3.4574554623301	0.311980791959355	0.460147175027186
IPO13	0.326292262106109	8.09874334350072	0.0500164644700844	0.137553785423454
ERI3-IT1	1.67300326668221	3.98429842691828	0.0225382954486832	0.0838435654127959
KIF2C	3.40427668493228	6.47706672240304	0.000593670959310787	0.0125651782479754
TESK2	-0.846063917694248	7.3352482669312	0.0550577519901837	0.14632389517961
EIF2B3	-0.0168083496454444	8.26039640665708	0.934087100700482	0.955763312901877
ZSWIM5	-1.44747832501738	5.37812693936102	0.0319155324526317	0.103612259371991
PIK3R3	0.560086931300485	10.6067608138915	0.243899337225302	0.385887346879208
MKNK1	-0.0202366102884445	7.98636864129223	0.772956909852294	0.838779064777475
MAST2	0.153999035549474	9.79463075322358	0.735705788873139	0.811129345606587
POMGNT1	-0.0398774619850595	8.91344601359156	0.993318190728488	0.995082594322396
CYP4Z2P	3.76435789977864	6.39940430603288	0.112005646034521	0.232297008636206
CYP4Z1	0.431090076723794	7.73805516969071	0.935324879009182	0.956364882668127
CMPK1	-0.11794130525863	10.8271837102497	0.705223838907919	0.786388785973697
SKINTL	0.609826820552296	2.1723888743831	0.570180285352238	0.673589346262526
SPATA6	0.273198504340591	7.83776572315903	0.674941456139019	0.761574169498478
ELAVL4	2.57664049418292	1.9730910391158	0.0134687732412907	0.0615820550291367
TTC39A	-0.649484575924867	8.67705129732606	0.203451715437374	0.340023549563237
EPS15	0.757283055998111	10.5270761670259	0.0911337532206035	0.202781111727196
NRD1	0.562890105341838	10.7283677622534	0.0353607845401641	0.110222928776802
OSBPL9	-0.456705000531924	9.8949745482588	0.142068733662399	0.274133422982722
ZCCHC11	0.48552388643844	9.52905661917911	0.398015601942911	0.523697919956461
ZYG11A	2.9984154845977	6.37670719310885	0.00901036750978817	0.0482183751436474
ZFYVE9	0.501205145560751	8.996304252115	0.18333267393782	0.321455435818246
CC2D1B	0.667986070688013	8.02712960593548	0.00886837699405229	0.0477671454930086
ZYG11B	1.86569179787009	9.19012266279523	0.0480801812323179	0.134251367305112
NDC1	1.86502571246521	8.98700167935159	0.00711882790608345	0.0421069989147389
LRP8	2.82822613185489	7.43802180343531	0.00361747259127648	0.0290306436996994
GLIS1	-2.34790398560013	3.40516822417525	0.00366216023956465	0.0292252235203307
HSPB11	0.566263483355618	6.96724459542697	0.0804021706566999	0.18721392612536
ACOT11	1.96589801953007	4.29182490061359	0.00176829607137707	0.020419241353628
CYB5RL	1.27714361947397	5.21508802188178	0.000699998090514843	0.0134891838174
SSBP3	-1.26023235150992	8.80058618160913	0.0141017489759206	0.0633533742895609
MROH7-TTC4	0.240362728220636	0.960877004418979	0.615890427269799	0.712185711983592
PRKAA2	0.0800650527854484	7.87029996659614	0.484348172381345	0.597509656715119
C8B	-2.52867154440505	1.26433577220252	0.197747079094421	0.33406615006903
PPAP2B	-2.38779507624443	10.7643527224048	0.0937659059994992	0.206184898503709
C1orf168	-1.95934320274137	5.05891471030012	0.00920482446719333	0.0488994957620822
DAB1-AS1	0.945311355159602	0.697917712773356	0.209147213983972	0.346833621129885
LINC01358	1.26587093898476	1.95866047340336	0.0439065003946603	0.126879950079946
OMA1	1.75933473992259	7.95528085271632	0.00447954932047634	0.0323892518100393
HOOK1	0.341175902345849	9.17055621148488	0.547613187404672	0.653841140650421
LOC101926964	0.754471486957499	1.29154329964834	0.274127519751412	0.419000786681677
INADL	0.490720462998725	10.7197203448661	0.132728385795492	0.261754581111366
KANK4	-0.0138044023788643	6.21414485213594	0.45879908763198	0.573699941949219
DOCK7	1.20614491166292	9.86815072518822	0.0168416755952025	0.0707057366262573
ATG4C	1.4936054589344	6.77219398688905	0.000306874193788009	0.00992987333197413
LINC00466	0.550427405077036	0.275213702538518	0.373900966300059	0.49994333868571
PGM1	-1.21969749893732	9.04806578855804	0.014544300327053	0.0645641272618273
ROR1	-0.524038634339144	7.47234103631752	0.673375841811849	0.760173053709112
AK4	-0.88518640320967	9.28965298049141	0.106020845628003	0.223808454676593
JAK1	-0.556286597356777	11.5747511695431	0.293879146026105	0.440882348919213
DNAJC6	-0.812067609362867	5.85385200214887	0.276952431952783	0.422068335781245
RAVER2	-0.590083628936656	8.34684123379814	0.201635548439166	0.338258417625775
PDE4B	-2.56801444570925	11.3246209413143	0.014153027808314	0.0635014019203373
IL23R	2.11397662611711	1.75813725482888	0.00933088156448704	0.04932066452057
TCTEX1D1	-0.370500312855392	3.34730381940098	0.286378637877433	0.432465804045434
SERBP1	-0.439477706297258	12.2127427843731	0.142147901723061	0.274226776077487
WDR78	0.490803642118966	6.11919841751864	0.481101955016325	0.594628383420871
SLC35D1	1.71859184987759	8.27276754699644	0.00597754171283866	0.0382080558982737
WLS	-2.52071531786384	9.4632943307183	0.0148751598733562	0.0654221077418862
DEPDC1	5.07361192683996	6.09806441794277	0.00578598556444614	0.0374572466797245
GNG12	-1.22537134721226	10.9144176073252	0.0701122349217111	0.172460879306868
GNG12-AS1	0.146745368416562	4.43133945477191	0.702373742980307	0.783894876054375
PIN1P1	0	0	NaN	NaN
LRRC40	0.882880337133378	7.99178771615506	0.00760057793937716	0.043823493962871
ANKRD13C	0.975565697126625	8.82245189508683	0.0383512474580352	0.11616988534909
ZRANB2-AS2	0.81345892463398	2.29692102917147	0.664944825291428	0.753347266705025
PTGER3	-0.471653305234642	7.12385742052616	0.238612086708939	0.379946271489066
LINC01360	0.727255517813679	0.36362775890684	0.186015276801146	0.322287381417774
FPGT-TNNI3K	0.0343043840735916	0.8609661112448	0.6783506323864	0.764152786417809
LRRIQ3	0.4332810102003	2.33317779554498	0.871336754077901	0.911353377923603
TNNI3K	0.802271809059921	0.40113590452996	0.184790986672551	0.321844744168057
ERICH3	-2.65935268497306	3.42298025975616	0.00399992424399626	0.0306781383433738
MSH4	4.59363137453066	3.37707441124755	0.0176022051240649	0.0727084102305736
SLC44A5	2.77627794125704	6.72409942915637	0.0239591568396819	0.0869958368095517
ST6GALNAC5	1.95016325141285	5.84830042824502	0.238515266533459	0.379866929053845
FAM73A	0.092160475538851	8.06795889432166	0.733542008924604	0.809111582754051
ZZZ3	0.739617050895366	9.80155473629224	0.0612176025469514	0.157383039989154
NEXN	-1.03491466898227	7.08934004770402	0.0810819376708179	0.188128403219958
AK5	-3.92650440081483	7.69786904261138	0.0125814848340296	0.0589819425304564
GIPC2	-1.50667861842937	5.34759269453537	0.0286821396817782	0.0967683040376744
ADGRL4	-2.12801122252745	9.40087079857173	0.0141307940233172	0.0634437129207958
MGC27382	-0.193973509318153	0.0969867546590763	0.422649730810374	0.539740843701021
LOC101927412	2.32778309697273	1.16389154848636	0.00285486177146774	0.0258038342143765
ADGRL2	-0.110073624322549	9.6082398147867	0.800421244832058	0.861066211614347
PRKACB	1.66423640804984	9.33905839080225	0.0220640240623471	0.0829058951868577
TTLL7	1.81920062659984	6.66194823388271	0.00260466555720643	0.024645732310945
SAMD13	0.149721260941483	3.75481517326466	0.550737864005796	0.6565698525221
MIR548AP	1.64669130178083	1.03062907343615	0.150450786994972	0.284911919054746
LOC101927587	0.961654697957971	3.19891186008729	0.207441395214812	0.344849278540883
LOC101927560	1.58755968950511	3.0372718295529	0.00988233328353478	0.051164915554868
MCOLN2	2.68436227706408	6.22269591094924	0.0164671467213481	0.0697789227921391
C1orf52	-0.835248401661675	7.89562705839276	0.00107664353543522	0.016355290934309
WDR63	-0.929999368685347	3.09828385028493	0.363018614613211	0.49994333868571
LPAR3	-0.694718254014351	5.59622086325574	0.466813020491092	0.581263224477792
LINC01461	-1.6737825549981	1.19227464633214	0.00110773076607415	0.0165314331126549
CLCA2	3.40023312081431	8.56980724136922	0.327853110326103	0.477322793931579
COL24A1	4.00871016774898	4.93251924391818	0.000341970458313939	0.0103405555917348
HS2ST1	0.827238629813432	9.35767751850008	0.168433305708955	0.308277441263991
LOC101927844	0.759238463630047	0.379619231815023	0.182124658647027	0.320771668011406
LRRC8B	0.283516011022681	9.56008720224687	0.469013635770359	0.583279578278439
GBP4	1.16025765637221	9.43862742457159	0.312061498236511	0.460216698718903
GBP1	-0.6336459313436	10.6174609300089	0.355679283730847	0.49994333868571
PKN2	0.477582332644294	10.1310384194376	0.29136364359077	0.438376402180104
LRRC8D	1.56355536570582	8.43343061232875	0.00848128520458741	0.046540639318448
HFM1	1.22555719732916	2.78667191034279	0.442329750588786	0.558345762103302
RPAP2	1.75146092704577	7.73140386123313	0.0012109973070204	0.0172430054733137
EVI5	0.901825075691625	8.66077089405768	0.0947931686051938	0.207580788620488
FNBP1L	-0.208694074235774	10.6507400074228	0.337111114438302	0.487544343122105
BCAR3	-1.78016763474516	8.61665992325712	0.0149459892222835	0.0656138834998225
MTF2	1.4046121090814	8.59789477980136	0.000818983646117934	0.0143713259059378
CCDC18	2.48289405388547	6.78702049277133	0.00263249711122409	0.0248117712570134
SLC44A3	0.0960715185614164	7.30701221988845	0.884687849212377	0.920994987088341
