GeneSymbol Status
TM4SF1 DN
TSC22D2 DN
TIPARP DN
CCNL1 DN
MLF1 DN
DVL3 DN
FAM131A DN
POLR2H DN
SST DN
BCL6 DN
FAM43A DN
MUC4 DN
MUC20 DN
TNK2 DN
PIGZ DN
LINC00504 DN
YTHDC1 DN
PDE6B DN
TNIP2 DN
CCDC149 DN
SPATA18 DN
CHIC2 DN
LINC00989 DN
EMCN DN
SYNPO2 DN
QRFPR DN
HSPA4L DN
GLRB DN
PALLD DN
GLRA3 DN
LINC01060 DN
TMEM175 DN
IDUA DN
FGFRL1 DN
NELFA DN
CFAP99 DN
NOP14 DN
MFSD10 DN
LRPAP1 DN
HGFAC DN
LYAR DN
NSG1 DN
MSX1 DN
MRFAP1 DN
GRPEL1 DN
FGFBP1 DN
SOD3 DN
UGDH DN
CXCL1 DN
CXCL3 DN
AREG DN
HNRNPDL DN
HNRNPD DN
THAP9-AS1 DN
GPAT3 DN
SLC10A6 DN
SPARCL1 DN
EIF4E DN
FLJ20021 DN
NFKB1 DN
UBE2D3 DN
C4orf32 DN
NEUROG2 DN
ARSJ DN
SNHG8 DN
ANXA5 DN
NOCT DN
ZNF330 DN
LRAT DN
VEGFC DN
ANKRD37 DN
PDLIM3 DN
GRAMD3 DN
CDH12 DN
OSMR-AS1 DN
ZSWIM6 DN
EGFLAM DN
OSMR DN
PPAP2A DN
TBCA DN
HOMER1 DN
ELL2 DN
SEMA6A DN
PDLIM4 DN
SLC22A5 DN
CAMLG DN
CTNNA1 DN
NRG2 DN
PSD2 DN
CYSTM1 DN
HBEGF DN
ANKHD1-EIF4EBP3 DN
ABLIM3 DN
STC2 DN
FAM193B DN
COL23A1 DN
HNRNPH1 DN
RASGEF1C DN
BTNL9 DN
NKD2 DN
IRX2 DN
IRX1 DN
RPL37 DN
LOC100506548 DN
FGF10 DN
FST DN
PLK2 DN
DIMT1 DN
AK6 DN
BTF3 DN
F2RL1 DN
RPS23 DN
LINC01554 DN
TSLP DN
EPB41L4A-AS1 DN
ALDH7A1 DN
SLC22A4 DN
IRF1 DN
PPP2CA DN
UBE2B DN
HNRNPA0 DN
FAM53C DN
ETF1 DN
EGR1 DN
TMEM173 DN
UBE2D2 DN
APBB3 DN
EIF4EBP3 DN
HARS DN
LARS DN
AFAP1L1 DN
IL17B DN
CD74 DN
SYNPO DN
MYOZ3 DN
SMIM3 DN
GPX3 DN
TNIP1 DN
FAXDC2 DN
THG1L DN
CCNG1 DN
CTB-178M22.2 DN
KCNMB1 DN
NPM1 DN
FGF18 DN
DUSP1 DN
BOD1 DN
NOP16 DN
CLTB DN
RNF44 DN
PRR7 DN
PDLIM7 DN
HNRNPAB DN
SQSTM1 DN
GFPT2 DN
GNB2L1 DN
CCND3 DN
DAAM2 DN
AIG1 DN
PARK2 DN
PACRG DN
NEDD9 DN
LOC101928519 DN
ZNF165 DN
RPS10-NUDT3 DN
HMGA1 DN
PPARD DN
TMEM217 DN
ZFAND3 DN
TFEB DN
C6orf132 DN
HMGCLL1 DN
WASF1 DN
FAM184A DN
GJA1 DN
NCOA7 DN
SGK1 DN
CNKSR3 DN
WTAP DN
KIF25 DN
TUBB2B DN
TUBB2A DN
PXDC1 DN
TFAP2A DN
CD83 DN
PRSS16 DN
LOC100131289 DN
ZSCAN12P1 DN
OR2H2 DN
GABBR1 DN
ZNRD1 DN
TRIM39 DN
HLA-E DN
GNL1 DN
PPP1R18 DN
IER3 DN
MICA DN
NFKBIL1 DN
DDX39B DN
BAG6 DN
DDAH2 DN
CLIC1 DN
CSNK2B DN
DXO DN
PRRT1 DN
NOTCH4 DN
PPT2-EGFL8 DN
BRD2 DN
DAXX DN
ZBTB22 DN
RING1 DN
SYNGAP1 DN
PHF1 DN
TEAD3 DN
CDKN1A DN
PI16 DN
PIM1 DN
TBC1D22B DN
PRICKLE4 DN
SRF DN
TJAP1 DN
CAPN11 DN
NFKBIE DN
TMEM151B DN
GCM1 DN
EEF1A1 DN
AKIRIN2 DN
TRAF3IP2 DN
HEY2 DN
CTGF DN
RPS12 DN
CITED2 DN
STX11 DN
RAB32 DN
RAET1L DN
ZBTB2 DN
MYCT1 DN
EZR DN
RSPH3 DN
SOD2 DN
PHF10 DN
DLL1 DN
NAMPT DN
MAFK DN
ZNF316 DN
AGMO DN
AGR3 DN
LOC441204 DN
WIPF3 DN
PDE1C DN
MRPS24 DN
CAMK2B DN
NPC1L1 DN
RAMP3 DN
SBDS DN
GNAI1 DN
CYP51A1 DN
SGCE DN
SHFM1 DN
PNPLA8 DN
IFRD1 DN
TES DN
GPR37 DN
DNAJB6 DN
ACTB DN
AHR DN
TWIST1 DN
IL6 DN
TOMM7 DN
CYCS DN
HOXA9 DN
HOXA3 DN
HOXA-AS2 DN
HOXA4 DN
HOXA5 DN
HOTAIRM1 DN
HOXA-AS3 DN
LOC646762 DN
AQP1 DN
LINC00957 DN
RASA4CP DN
GCK DN
ZMIZ2 DN
SNHG15 DN
NACAD DN
IGFBP3 DN
GS1-124K5.11 DN
WBSCR22 DN
CLDN4 DN
EIF4H DN
YWHAG DN
APTR DN
HEPACAM2 DN
PDK4 DN
TAC1 DN
ZNF394 DN
AZGP1 DN
GJC3 DN
MEPCE DN
C7orf61 DN
SAP25 DN
PCOLCE DN
GNB2 DN
SRRT DN
TRIP6 DN
CLDN15 DN
SH2B2 DN
PRKRIP1 DN
POLR2J3 DN
DNAJB9 DN
CAV2 DN
FSCN3 DN
FLNC DN
ZYX DN
ARHGEF35 DN
ARHGEF5 DN
TMEM176B DN
AGAP3 DN
TMUB1 DN
SMARCD3 DN
WDR86 DN
PRKAG2-AS1 DN
INSIG1 DN
PPP2R2A DN
NRG1 DN
RBPMS DN
RAB11FIP1 DN
MSRA DN
KIAA1456 DN
SLC39A14 DN
SORBS3 DN
NEFM DN
EPHX2 DN
DCTN6 DN
RNF122 DN
FGFR1 DN
ADHFE1 DN
CPQ DN
ERICH5 DN
SYBU DN
EIF3H DN
CLN8 DN
SOX7 DN
PINX1 DN
NEIL2 DN
FAM86B1 DN
PDGFRL DN
DMTN DN
FGF17 DN
FAM160B2 DN
PHYHIP DN
EGR3 DN
TNFRSF10B DN
TNFRSF10D DN
STC1 DN
CLU DN
ZNF395 DN
PPP2CB DN
ZNF703 DN
ADGRA2 DN
C8orf4 DN
PLAT DN
CEBPD DN
EFCAB1 DN
SOX17 DN
CYP7A1 DN
RPL7 DN
HEY1 DN
FABP4 DN
C8orf88 DN
GEM DN
OSR2 DN
KLF10 DN
TNFRSF11B DN
HAS2 DN
MYC DN
ADGRB1 DN
ARC DN
LY6K DN
GPIHBP1 DN
MAFA DN
EEF1D DN
HSF1 DN
RPL8 DN
ASTN2 DN
CBWD1 DN
MIR31HG DN
UBAP1 DN
POLR1E DN
CNTNAP3B DN
FAM189A2 DN
NTRK2 DN
SLC35D2 DN
TMOD1 DN
GNG10 DN
DFNB31 DN
BRINP1 DN
STOM DN
STXBP1 DN
CIZ1 DN
NTMT1 DN
PTGES DN
LAMC3 DN
GTF3C5 DN
INPP5E DN
PNPLA7 DN
EXD3 DN
WASH1 DN
DMRT2 DN
LURAP1L DN
PLIN2 DN
RPS6 DN
IFNE DN
TUSC1 DN
BAG1 DN
AQP7 DN
IL11RA DN
CCL21 DN
ARID3C DN
GBA2 DN
CCDC107 DN
TPM2 DN
GLIDR DN
KGFLP1 DN
FAM27B DN
CBWD5 DN
PGM5-AS1 DN
ANXA1 DN
NXNL2 DN
NFIL3 DN
C9orf89 DN
NINJ1 DN
ANP32B DN
NR4A3 DN
KLF4 DN
CTNNAL1 DN
RNF183 DN
PRPF4 DN
GSN DN
LHX6 DN
RPL12 DN
CDK9 DN
ST6GALNAC6 DN
SLC25A25 DN
SLC25A25-AS1 DN
DNM1 DN
LRRC8A DN
ASB6 DN
C9orf9 DN
RALGDS DN
OBP2B DN
RPL7A DN
MRPS2 DN
LCN10 DN
SNHG7 DN
LOC100128593 DN
HNRNPH2 DN
RAI2 DN
PCDH19 DN
FHL1 DN
HCCS DN
GPM6B DN
TSPAN7 DN
SRPX DN
MAOA DN
PQBP1 DN
TFE3 DN
LINC01278 DN
NONO DN
CAPN6 DN
KLHL13 DN
SMARCA1 DN
GPC3 DN
SLC6A8 DN
SLC25A6 DN
IL3RA DN
AKAP17A DN
ZBED1 DN
ASB9 DN
PIGA DN
FIGF DN
DDX3X DN
CXorf36 DN
MIR221 DN
RBM10 DN
RGN DN
USP11 DN
ARAF DN
WDR13 DN
TBC1D25 DN
KCND1 DN
OTUD5 DN
PRAF2 DN
PRICKLE3 DN
PLP2 DN
NUDT10 DN
NUDT11 DN
TSPYL2 DN
TRO DN
MSN DN
PJA1 DN
SLC7A3 DN
FOXO4 DN
RGAG4 DN
CITED1 DN
RPS4X DN
ITM2A DN
TNMD DN
GLA DN
ARMCX1 DN
GPRASP2 DN
TCEAL5 DN
WBP5 DN
TCEAL7 DN
NGFRAP1 DN
TCEAL3 DN
KCNE5 DN
ZCCHC12 DN
LONRF3 DN
BCORL1 DN
FAM127A DN
FAM127B DN
HTATSF1 DN
RBMX DN
LDOC1 DN
EMD DN
RPL10 DN
TAZ DN
GDI1 DN
HPSE2 DN
NRG3 DN
PFKP DN
CDH23 DN
SLC16A12 DN
HECTD2-AS1 DN
LZTS2 DN
ACADSB DN
SPAG6 DN
FRMPD2 DN
ARID5B DN
HK1 DN
MICU1 DN
ZNF503 DN
DLG5 DN
ANXA11 DN
LDB3 DN
AGAP11 DN
ACTA2 DN
MARCH5 DN
CRTAC1 DN
GOT1 DN
FBXW4 DN
TACC2 DN
CPXM2 DN
C10orf90 DN
TUBB8 DN
IDI2 DN
IL15RA DN
RBM17 DN
PFKFB3 DN
PROSER2 DN
OPTN DN
OLAH DN
VIM DN
MAP3K8 DN
FZD8 DN
C10orf142 DN
C10orf10 DN
GLUD1P7 DN
EGR2 DN
DNAJC12 DN
SIRT1 DN
DDIT4 DN
DNAJB12 DN
MYOZ1 DN
VDAC2 DN
PPIF DN
PLAC9 DN
ADIRF DN
CH25H DN
CYP26A1 DN
PDLIM1 DN
RRP12 DN
PGAM1 DN
PI4K2A DN
SLC25A28 DN
C10orf2 DN
LDB1 DN
NOLC1 DN
NFKB2 DN
NEURL1 DN
COL17A1 DN
MXI1 DN
DUSP5 DN
EIF3A DN
OSBPL5 DN
MPPED2 DN
PDE2A DN
PVRL1 DN
DEAF1 DN
TOLLIP DN
APBB1 DN
ST5 DN
SCUBE2 DN
ABCC8 DN
PAMR1 DN
LDLRAD3 DN
CRY2 DN
TMEM109 DN
FTH1 DN
DAGLA DN
SLC3A2 DN
NRXN2 DN
FOSL1 DN
ANO1 DN
PGR DN
ZBTB16 DN
ZPR1 DN
SIK3 DN
ADAMTS8 DN
JAM3 DN
SIRT3 DN
IFITM3 DN
IFITM2 DN
RNH1 DN
HRAS DN
LMNTD2 DN
PDDC1 DN
EPS8L2 DN
PIDD1 DN
TSPAN4 DN
RPLP2 DN
PNPLA2 DN
CRACR2B DN
DUSP8 DN
KRTAP5-1 DN
LSP1 DN
SYT8 DN
TNNT3 DN
TNNI2 DN
IGF2-AS DN
TSSC4 DN
CD81 DN
TRPM5 DN
PHLDA2 DN
CDKN1C DN
SLC22A18 DN
CHRNA10 DN
PGAP2 DN
RHOG DN
FAM160A2 DN
ILK DN
EIF3F DN
RPL27A DN
ZNF143 DN
ADM DN
DKK3 DN
RASSF10 DN
RPS13 DN
SAA1 DN
SAA2-SAA4 DN
SAA2 DN
LDHA DN
SPTY2D1 DN
LOC100126784 DN
PRRG4 DN
CD59 DN
C11orf91 DN
C11orf96 DN
ACCS DN
DDB2 DN
RTN4RL2 DN
SERPING1 DN
PRPF19 DN
CCDC86 DN
VWCE DN
CPSF7 DN
RAB3IL1 DN
FADS3 DN
EML3 DN
ROM1 DN
MTA2 DN
EEF1G DN
LRRN4CL DN
TTC9C DN
HNRNPUL2-BSCL2 DN
UBXN1 DN
NXF1 DN
SNHG1 DN
WDR74 DN
STX5 DN
HRASLS5 DN
C11orf84 DN
VEGFB DN
GPR137 DN
DNAJC4 DN
FKBP2 DN
SF1 DN
PYGM DN
EHD1 DN
PPP2R5B DN
VPS51 DN
FAU DN
CDC42EP2 DN
LTBP3 DN
KCNK7 DN
MAP3K11 DN
KAT5 DN
RELA DN
OVOL1 DN
EFEMP2 DN
CCDC85B DN
C11orf68 DN
SART1 DN
DRAP1 DN
SF3B2 DN
RIN1 DN
CCS DN
CTSF DN
CLCF1 DN
ANO1-AS2 DN
SPCS2 DN
RPS3 DN
LRRC32 DN
KCTD14 DN
RAB38 DN
MMP10 DN
COLCA2 DN
LAYN DN
CRYAB DN
HSPB2 DN
DRD2 DN
RBM7 DN
NNMT DN
APOA1 DN
TAGLN DN
PCSK7 DN
FXYD6 DN
SCN4B DN
RPS25 DN
HINFP DN
VPS11 DN
PDZD3 DN
USP2 DN
MCAM DN
TRIM29 DN
TMEM136 DN
ESAM DN
VSIG2 DN
NRGN DN
ROBO4 DN
FEZ1 DN
RPUSD4 DN
SRPR DN
BARX2 DN
APLP2 DN
KCNC2 DN
TEAD4 DN
PLCZ1 DN
R3HDM2 DN
NR4A1 DN
LOC400043 DN
C12orf65 DN
TMEM132C DN
DUSP16 DN
DDX47 DN
EMP1 DN
RERG DN
WBP11 DN
SLCO1B7 DN
KCNH3 DN
KRT18 DN
PCBP2 DN
TMEM198B DN
ITGA7 DN
BTG1 DN
USP44 DN
CHPT1 DN
TXNRD1 DN
STAB2 DN
CRY1 DN
ATP2A2 DN
RNF10 DN
RILPL1 DN
NCOR2 DN
SFSWAP DN
NRIP2 DN
CCND2-AS1 DN
KCNA5 DN
NTF3 DN
LTBR DN
TNFRSF1A DN
NOP2 DN
ZNF384 DN
PIANP DN
LAG3 DN
GPR162 DN
PTMS DN
ATN1 DN
TPI1 DN
ENO2 DN
LPCAT3 DN
C1RL DN
PEX5 DN
SLC2A3 DN
PHC1 DN
GABARAPL1 DN
YBX3 DN
PRR4 DN
RPL13AP20 DN
HEBP1 DN
STRAP DN
PTHLH DN
SLC38A2 DN
AMIGO2 DN
ENDOU DN
RAPGEF3 DN
HDAC7 DN
CCDC184 DN
RND1 DN
CCDC65 DN
DDN DN
PRPH DN
LETMD1 DN
POU6F1 DN
GRASP DN
ATG101 DN
KRT80 DN
KRT5 DN
KRT8 DN
TNS2 DN
EIF4B DN
IGFBP6 DN
CSAD DN
CALCOCO1 DN
ATP5G2 DN
HNRNPA1 DN
IKZF4 DN
MYL6B DN
RPL41 DN
COQ10A DN
NACA DN
STAT6 DN
NDUFA4L2 DN
MBD6 DN
DDIT3 DN
ARHGEF25 DN
DTX3 DN
SLC26A10 DN
OS9 DN
METTL21B DN
RAP1B DN
PHLDA1 DN
CSRP2 DN
CCDC59 DN
SOCS2 DN
SOCS2-AS1 DN
METAP2 DN
ALKBH2 DN
ACACB DN
FAM222A DN
MAP1LC3B2 DN
TESC DN
HSPB8 DN
PXN DN
SRSF9 DN
CABP1 DN
ACADS DN
DIABLO DN
RSRC2 DN
VPS37B DN
RILPL2 DN
CCDC92 DN
UBC DN
FZD10-AS1 DN
FZD10 DN
MMP17 DN
DDX51 DN
NOC4L DN
FBRSL1 DN
ANKLE2 DN
TSC22D1 DN
SERP2 DN
OLFM4 DN
STK24 DN
GAS6 DN
SAP18 DN
FGF9 DN
C1QTNF9 DN
USP12-AS2 DN
RASL11A DN
POLR1D DN
SPG20 DN
RGCC DN
TPT1 DN
SLC25A30-AS1 DN
TPT1-AS1 DN
LINC01198 DN
KLF5 DN
LINC01068 DN
SPRY2 DN
EFNB2 DN
IRS2 DN
ING1 DN
LINC00346 DN
F10 DN
LOC101928841 DN
TMEM255B DN
UPF3A DN
MTA1 DN
NDRG2 DN
FAM177A1 DN
SAV1 DN
FERMT2 DN
GCH1 DN
RHOJ DN
MIR548AZ DN
MAX DN
DCAF5 DN
GALNT16 DN
RGS6 DN
ELMSAN1 DN
NUMB DN
PSEN1 DN
RBM25 DN
DLST DN
FBLN5 DN
EVL DN
PPP1R13B DN
PACS2 DN
CCNB1IP1 DN
APEX1 DN
PNP DN
ZNF219 DN
HNRNPC DN
TOX4 DN
PRMT5 DN
REM2 DN
SLC7A8 DN
SLC22A17 DN
BCL2L2 DN
CMTM5 DN
EFS DN
PABPN1 DN
EMC9 DN
RNF31 DN
FITM1 DN
TM9SF1 DN
MDP1 DN
ADCY4 DN
SPTSSA DN
SSTR1 DN
PNN DN
RPL36AL DN
ATL1 DN
TIMM9 DN
TMEM30B DN
ZFP36L1 DN
PNMA1 DN
ZNF410 DN
ABCD4 DN
NPC2 DN
PGF DN
FOS DN
JDP2 DN
BATF DN
LOC102724190 DN
IFI27L2 DN
IFI27L1 DN
SERPINA5 DN
SERPINA3 DN
BDKRB1 DN
CYP46A1 DN
BEGAIN DN
TNFAIP2 DN
TRMT61A DN
CKB DN
CEP170B DN
PDIA3 DN
GNB5 DN
KIF7 DN
GPR176 DN
CHP1 DN
SHF DN
MAP2K5 DN
THSD4 DN
PML DN
WHAMM DN
GOLGA2P10 DN
SLCO3A1 DN
CERS3-AS1 DN
GOLGA8M DN
LPCAT4 DN
SRP14 DN
SPINT1 DN
CHAC1 DN
RHOV DN
TGM5 DN
HYPK DN
EIF3J-AS1 DN
OAZ2 DN
RBPMS2 DN
RPL4 DN
C15orf61 DN
LOC101929076 DN
RPLP1 DN
LARP6 DN
PARP6 DN
CYP11A1 DN
CLK3 DN
MAN2C1 DN
ODF3L1 DN
MEX3B DN
RPS17 DN
HOMER2 DN
BNC1 DN
GOLGA2P7 DN
KLHL25 DN
ISG20 DN
AEN DN
MFGE8 DN
HAPLN3 DN
ANPEP DN
CIB1 DN
SEMA4B DN
FES DN
MAN2A2 DN
FURIN DN
RGMA DN
LOC440311 DN
ADGRG1 DN
CRISPLD2 DN
AXIN1 DN
LMF1 DN
RAB11FIP3 DN
LUC7L DN
CDIP1 DN
MGRN1 DN
C16orf89 DN
LITAF DN
C16orf45 DN
NPIPA5 DN
PKD1P6 DN
MYH11 DN
NPIPB5 DN
HS3ST4 DN
ATXN2L DN
SGF29 DN
FUS DN
FBRS DN
CX3CL1 DN
VAT1L DN
RHBDF1 DN
NPRL3 DN
RGS11 DN
RHOT2 DN
SPSB3 DN
RPS2 DN
TBL3 DN
ZNF598 DN
RPL3L DN
RNPS1 DN
ATP6V0C DN
PRSS22 DN
HCFC1R1 DN
THOC6 DN
TNFRSF12A DN
MMP25-AS1 DN
ZNF213 DN
ZNF263 DN
NAA60 DN
GLIS2 DN
VASN DN
UBALD1 DN
C16orf72 DN
SOCS1 DN
RSL1D1 DN
PKD1P1 DN
ACSM1 DN
TMEM159 DN
NPIPB3 DN
NPIPB6 DN
NUPR1 DN
SH2B1 DN
PRRT2 DN
HIRIP3 DN
KCTD13 DN
MAPK3 DN
ALDOA DN
YPEL3 DN
LOC613037 DN
TBC1D10B DN
PRR14 DN
CTF1 DN
SETD1A DN
STX4 DN
KAT8 DN
PRSS53 DN
ARMC5 DN
TGFB1I1 DN
YBX3P1 DN
UBE2MP1 DN
IRX3 DN
MT1M DN
MT1DP DN
MT1X DN
MT1E DN
MT2A DN
MT1A DN
MT1JP DN
MT1L DN
HSF4 DN
PLEKHG4 DN
SLC9A5 DN
HSD11B2 DN
ZDHHC1 DN
TPPP3 DN
FAM65A DN
C16orf86 DN
ACD DN
ENKD1 DN
CENPT DN
SLC12A4 DN
LCAT DN
HAS3 DN
NOB1 DN
DDX19B DN
BCAR1 DN
TAF1C DN
DNAAF1 DN
COTL1 DN
FOXC2 DN
MAP1LC3B DN
RPL13 DN
SPATA2L DN
TCF25 DN
PPM1D DN
SLC5A10 DN
EIF1 DN
GFAP DN
MAPT DN
PELP1 DN
PLD2 DN
SLC16A11 DN
USP43 DN
TMEM220 DN
ARHGAP44 DN
STAT5B DN
PYY DN
MAP3K14 DN
DCAKD DN
SP2 DN
NGFR DN
SEC14L1 DN
JMJD6 DN
EIF4A3 DN
BAIAP2 DN
CEP131 DN
OGFOD3 DN
CSNK1D DN
LOC100506371 DN
RNMTL1 DN
YWHAE DN
MIR22HG DN
HIC1 DN
DPH1 DN
SGSM2 DN
CYB5D2 DN
CXCL16 DN
MINK1 DN
C17orf107 DN
CHRNE DN
INCA1 DN
CAMTA2 DN
SPAG7 DN
LOC728392 DN
RNASEK-C17orf49 DN
MIR497HG DN
RNASEK DN
BCL6B DN
ACADVL DN
SLC2A4 DN
PHF23 DN
GABARAP DN
DLG4 DN
DVL2 DN
EIF5A DN
GPS2 DN
SPEM1 DN
NLGN2 DN
C17orf74 DN
POLR2A DN
TNFSF12 DN
FXR2 DN
ATP1B2 DN
KDM6B DN
CNTROB DN
TMEM88 DN
LOC284023 DN
CYB5D1 DN
ALOXE3 DN
PER1 DN
VAMP2 DN
MIR6883 DN
ARHGEF15 DN
NDEL1 DN
RPL26 DN
FLCN DN
RASD1 DN
LRRC48 DN
FAM83G DN
MFAP4 DN
MAP2K3 DN
SLC13A2 DN
ALDOC DN
RPL23A DN
TRAF4 DN
CCL2 DN
TAF15 DN
DUSP14 DN
ARHGAP23 DN
STAC2 DN
CSF3 DN
NR1D1 DN
RARA DN
IGFBP4 DN
KRTAP1-5 DN
KRT15 DN
KRT17 DN
HAP1 DN
JUP DN
ZNF385C DN
GHDC DN
RAB5C DN
KAT2A DN
STAT5A DN
PTRF DN
PLEKHH3 DN
TUBG2 DN
